日期,從帳戶,轉出金額,幣別,到帳戶,轉入金額,幣別,標籤,備註,上次更新,UUID
20231115,郵局,10000,TWD,國泰子帳戶,10000,TWD,,,2023-11-17 17:48:11,A439E1BE-1C1C-4CEF-80B6-634D130D58F8
20231112,CUBE COMBO,300,TWD,點點卡,300,TWD,,,2023-11-12 00:16:56,16F7BD52-9852-4276-B0E9-7406A30C9D89
20231110,郵局,7537,TWD,Bankee,7537,TWD,,,2023-11-10 23:25:41,A8806992-4803-48C0-9E09-65ACF06F498C
20231110,撲滿現金,42,TWD,錢包,42,TWD,,,2023-11-10 23:11:30,974A469C-F45E-4F34-BF7D-55DFECE6CD40
20231109,Bankee,1500,TWD,錢包,1500,TWD,,,2023-11-09 22:51:58,3B63A083-3E73-49E0-935F-2CCDF27DE26C
20231108,討債時間！,286,TWD,錢包,286,TWD,,鑰匙圈+紅單-電影票-八方雲集,2023-11-08 12:26:41,2EAA7E4B-7632-425E-ADCC-0A2DF20AF1F5
20231106,CUBE COMBO,200,TWD,點點卡,200,TWD,,,2023-11-06 15:52:26,20E39F3D-22D7-4DEF-A271-6F31F83A8A1C
20231030,討債時間！,150,TWD,錢包,150,TWD,,13的金,2023-10-31 00:05:49,A3EE127F-C536-4409-9AA6-41C0C533FAF5
20231029,郵局,300,TWD,國泰數位帳戶,300,TWD,,,2023-10-29 22:45:16,A574DECA-782B-4C0D-87C3-DE3FB8F41DD2
20231028,CUBE COMBO,300,TWD,點點卡,300,TWD,,,2023-11-06 21:19:18,6187EBFE-8173-4CE9-A16D-796348399DD6
20231028,郵局,2000,TWD,國泰子帳戶,2000,TWD,,,2023-10-28 12:18:06,4F89007A-8BBC-48CF-A731-27CC4682B5BE
20231026,郵局,300,TWD,國泰數位帳戶,300,TWD,,,2023-10-26 12:43:17,CAFB6F09-A3A2-4219-9F5C-6E60B262194F
20231023,郵局,20000,TWD,Bankee,20000,TWD,,,2023-10-23 16:00:30,CC62A2E1-5247-4618-AAB9-35B21A2C1041
20231021,Bankee,2500,TWD,錢包,2500,TWD,,,2023-10-21 21:38:49,F84D311E-5CA9-4B2B-8DFA-91CF2DAE52F8
20231019,討債時間！,200,TWD,錢包,200,TWD,,允州這鍋我背,2023-10-19 18:17:57,DBB96FD4-AAEA-4D14-8A18-22D9BA630FE8
20231018,郵局,500,TWD,國泰數位帳戶,500,TWD,,,2023-10-19 21:05:39,EFAE64D5-97CA-4EBA-8C6F-92BADEB6422E
20231018,討債時間！,500,TWD,錢包,500,TWD,,AI書錢,2023-10-18 22:02:50,3E9260CA-4C17-48C7-B5AA-3E3382C8D374
20231014,Bankee,2000,TWD,錢包,2000,TWD,,,2023-10-19 21:10:48,3E8203E6-A67A-4550-8BE8-4F2973BA533B
20231012,Bankee,2000,TWD,錢包,2000,TWD,,,2023-10-12 19:40:00,4B0D58E5-134D-4563-8260-38CE48E66FF2
20231009,錢包,8000,TWD,郵局,8000,TWD,,,2023-10-11 11:15:33,A1BA235E-AEDB-478A-A8B3-5B22E88893B5
20231009,郵局,500,TWD,國泰數位帳戶,500,TWD,,,2023-10-09 11:53:04,96BEA513-813A-491F-B5CB-A33D8318AB00
20231008,郵局,8000,TWD,國泰子帳戶,8000,TWD,,,2023-10-08 17:12:11,31B225F8-B1C9-40B0-9BA5-3AB62F52A499
20231008,國泰子帳戶,7068,TWD,CUBE COMBO,7068,TWD,,9月卡費,2023-10-08 17:03:00,7752A611-4DD6-4F19-8716-15112634A62D
20230927,Bankee,2000,TWD,錢包,2000,TWD,,,2023-09-27 00:43:46,318CFE9B-2DC4-429A-BD51-EAE5875BB152
20230924,Bankee,1000,TWD,錢包,1000,TWD,,,2023-09-24 19:18:36,B7D06133-E8D8-45E6-AA65-F4CF9747AC65
20230917,Bankee,2000,TWD,錢包,2000,TWD,,,2023-09-18 12:40:49,EB1C367F-855F-4910-9842-F225B736AF76
20230916,郵局,300,TWD,國泰數位帳戶,300,TWD,,,2023-09-16 12:16:03,46E2F76D-C7FA-4E71-A01E-5D54D9C86BA5
20230913,CUBE COMBO,300,TWD,點點卡,300,TWD,,,2023-10-08 17:26:02,E74B4B76-27DB-4C79-A622-991E721C3EA6
20230909,郵局,500,TWD,國泰數位帳戶,500,TWD,,,2023-09-10 18:28:35,BB5F01CF-FCE2-4EF5-9087-C53046B6BEF0
20230909,郵局,8000,TWD,國泰子帳戶,8000,TWD,,,2023-09-09 11:51:49,A4071321-476F-43A5-B848-F1E157E6A5DA
20230909,國泰子帳戶,7492,TWD,CUBE COMBO,7492,TWD,,8月卡費,2023-09-09 11:48:58,2D5BD0CB-594D-4C55-B1B2-FDE84D057031
20230905,國泰數位帳戶,1800,TWD,國泰子帳戶,1800,TWD,,,2023-09-05 17:12:35,F33FB05B-1C01-4E04-88FD-1E30AC1AD8BF
20230901,郵局,5367,TWD,Bankee,5367,TWD,,,2023-09-01 13:00:47,F97ADA44-7D15-4BA0-9C13-C767B071BD5C
20230901,郵局,2000,TWD,國泰數位帳戶,2000,TWD,,,2023-09-01 12:50:49,F664925B-9A99-44B9-822E-125C4AD4AF0A
20230901,國泰數位帳戶,316,TWD,國泰子帳戶,316,TWD,,,2023-09-01 12:48:49,45516008-D396-461B-AADA-8ED8994B57E1
20230823,錢包,8000,TWD,郵局,8000,TWD,,,2023-08-23 11:44:53,9BE500B3-3BA2-4494-A543-331DEC097B88
20230822,Bankee,500,TWD,國泰數位帳戶,500,TWD,,,2023-08-22 12:10:23,B93E407C-886B-48D5-90FF-6B1441CCC37B
20230815,國泰數位帳戶,50679,TWD,國泰子帳戶,50679,TWD,,,2023-08-15 17:02:46,C4503555-1136-4DA5-B6B2-9BABDF0F6D09
20230815,郵局,1000,TWD,國泰數位帳戶,1000,TWD,,,2023-08-15 17:01:29,24AFCFB0-4CD2-4E7B-A889-3C0B98E77B0C
20230812,郵局,3000,TWD,國泰數位帳戶,3000,TWD,,,2023-08-12 03:08:26,12DB2689-C781-4FB7-A256-86AA4BDE619C
20230812,國泰數位帳戶,2822,TWD,CUBE COMBO,2822,TWD,,7月卡費,2023-10-08 17:03:44,52B94061-8500-4F74-B509-D8434F47707B
20230808,郵局,1000,TWD,國泰數位帳戶,1000,TWD,,,2023-08-08 12:04:33,340FC7D2-1692-40B3-BE0F-763E5FDE0467
20230801,CUBE COMBO,300,TWD,點點卡,300,TWD,,,2023-08-01 12:39:48,BB3AC8D3-028E-461D-B05C-963BB5A51745
20230727,錢包,4000,TWD,郵局,4000,TWD,,,2023-07-27 10:16:59,5E8D6CD3-9239-4F8F-B699-92D7721A630C
20230718,郵局,300,TWD,國泰數位帳戶,300,TWD,,,2023-07-18 19:36:18,1FCEF490-37FC-44FE-BAD4-7FB9E2462216
20230713,Bankee,2499,TWD,國泰數位帳戶,2499,TWD,,,2023-07-13 14:52:35,A879A276-6F29-456E-8607-FA533FE461DF
20230713,國泰數位帳戶,2899,TWD,CUBE COMBO,2899,TWD,,,2023-07-13 14:38:58,B98E5148-E3DC-49E4-8CF3-A2A1BF32E748
20230703,台新活儲戶,1000,TWD,錢包,1000,TWD,,,2023-07-03 15:39:36,26BFD381-F2FA-4430-9E83-2A8EC585560D
20230629,撲滿現金,1000,TWD,錢包,1000,TWD,,,2023-06-29 11:08:30,B77D5968-A73E-4193-B118-E997B7FE0BDF
20230613,郵局,6695,TWD,Bankee,6695,TWD,,,2023-06-13 11:46:01,6CA0454B-7F33-4217-9181-63F950695FEE
20230609,Bankee,2836,TWD,國泰數位帳戶,2836,TWD,,,2023-06-09 16:17:40,460E55F8-CD42-424B-B4AC-C04E395E18E8
20230609,國泰數位帳戶,2836,TWD,CUBE COMBO,2836,TWD,,5月CUBE卡費,2023-06-09 16:14:56,6624C3EB-15C5-483C-957D-7CCD253ECB2B
20230608,CUBE COMBO,300,TWD,點點卡,300,TWD,,,2023-06-15 02:21:07,A64062A5-191C-41DB-8D8C-068CDEBF5F48
20230608,Bankee,1500,TWD,錢包,1500,TWD,,,2023-06-08 18:44:05,A7862727-39DE-4F37-8A9A-D9DB0B12248D
20230603,錢包,8,TWD,台新活儲戶,8,TWD,,,2023-06-06 18:04:56,AD0A6179-6155-4E84-93C6-B76FC4C72390
20230602,郵局,500,TWD,錢包,500,TWD,,,2023-06-02 20:35:32,5A233A82-EAA7-4764-B538-B991EFE552EB
20230529,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2023-05-29 18:06:08,C6AC1AF1-CF75-4C31-9B83-2B44C7CE0A8A
20230516,CUBE COMBO,271,TWD,點點卡,271,TWD,,,2023-05-16 22:22:51,D9BF4473-673D-4167-86E5-BA76FB02BBD9
20230515,台新活儲戶,300,TWD,點點卡,300,TWD,,,2023-05-15 18:01:20,05F25D6A-EFDA-44DE-92C1-1355344ECEDE
20230512,郵局,1400,TWD,台新活儲戶,1400,TWD,,,2023-05-12 21:29:12,2F3DAB37-7BF1-4502-8AB2-779D5D6A1649
20230512,Bankee,2500,TWD,錢包,2500,TWD,,,2023-05-12 09:17:58,CCEB1836-DC45-4DFB-AABB-C284BC37B962
20230511,郵局,600,TWD,台新活儲戶,600,TWD,,,2023-05-11 16:04:35,EFE98947-F627-47A4-A8CC-694ADD903F5C
20230509,郵局,238,TWD,國泰數位帳戶,238,TWD,,,2023-05-10 18:34:04,7A6B8AEC-88A8-4362-9B33-97A2905F3AFA
20230509,郵局,4010,TWD,Bankee,4010,TWD,,,2023-05-09 11:26:14,36CCE89D-A9CC-4161-A525-3780F690765D
20230504,郵局,13000,TWD,Bankee,13000,TWD,,,2023-05-04 15:26:00,2C15C357-9583-4174-86BE-7B41C4FBC562
20230504,郵局,500,TWD,國泰數位帳戶,500,TWD,,,2023-05-04 14:14:02,E29B479B-4FBC-4FA8-B009-C9CBA918273A
20230503,Bankee,2000,TWD,郵局,2000,TWD,,,2023-05-03 16:45:42,E92DA569-D1D1-4A00-913D-7F827610A183
20230430,台新活儲戶,2000,TWD,錢包,2000,TWD,,,2023-04-30 19:32:06,20884616-E0BE-43DB-B8BA-15BBA1E4428F
20230426,台新活儲戶,800,TWD,點點卡,800,TWD,,,2023-04-26 21:04:33,8D97C6BC-8FBF-4004-B2AE-93B3C77B9600
20230426,撲滿現金,500,TWD,錢包,500,TWD,,,2023-04-26 18:27:51,253386CE-1E70-4727-9D75-8B853C434F0B
20230421,郵局,13000,TWD,Bankee,13000,TWD,,,2023-04-21 08:37:05,87C512E4-21D4-40DA-8E3E-80EE54327318
20230420,台新活儲戶,500,TWD,點點卡,500,TWD,,,2023-04-20 17:32:38,69465BE1-98D0-4180-9C40-E26830FB4892
20230415,郵局,1869,TWD,Bankee,1869,TWD,,,2023-04-29 23:33:19,12A3CA1E-587C-4B27-9A65-5957928C932F
20230415,郵局,2972,TWD,Bankee,2972,TWD,,,2023-04-15 01:21:25,BCCFC24D-9B66-47EB-8DF1-1F75898C3693
20230415,郵局,800,TWD,國泰數位帳戶,800,TWD,,,2023-04-15 00:40:15,1FCE5CF7-46DD-4DE8-BB22-9B65A9F4EC51
20230414,撲滿現金,1500,TWD,錢包,1500,TWD,,,2023-04-14 10:24:34,F838462E-BC2C-4EB9-9FF1-435F7C5E6A50
20230410,郵局,500,TWD,國泰數位帳戶,500,TWD,,,2023-04-10 11:39:24,1A177620-F124-40DE-A982-CED5F9A2683E
20230408,撲滿現金,1000,TWD,錢包,1000,TWD,,,2023-04-08 01:42:06,3FD0F992-CA60-4EB9-BE12-ADFFBA47D0AA
20230407,台新活儲戶,15000,TWD,郵局,15000,TWD,,,2023-04-07 20:05:02,4A5D3AE3-6A53-49CC-85D1-3A42C78ACC57
20230406,郵局,5004,TWD,Bankee,5004,TWD,,,2023-04-06 10:37:59,B272748B-2A07-49DA-BDA1-CC0745D6685C
20230406,錢包,3000,TWD,郵局,3000,TWD,,,2023-04-06 10:30:19,F13026DB-C40E-4055-A4BD-4769BFADC359
20230406,郵局,1900,TWD,Bankee,1900,TWD,,,2023-04-06 00:52:52,8A9605E5-9CEB-4244-A12E-3D5D2BDE49FB
20230405,郵局,12098,TWD,國泰數位帳戶,12098,TWD,,,2023-04-05 22:08:04,C3810802-C895-40EF-8554-98998C0CDF13
20230331,Bankee,19000,TWD,國泰數位帳戶,19000,TWD,,,2023-03-31 14:32:17,03E6DCC9-3FC3-4D1A-ACC4-B8C0DA0A7A4E
20230331,郵局,4000,TWD,國泰數位帳戶,4000,TWD,,,2023-03-31 14:31:50,C23ABD59-75F8-46DB-AEBD-083C548AA0F9
20230327,國泰數位帳戶,100,TWD,錢包,100,TWD,,,2023-03-27 10:02:03,E06AD782-E92C-435E-8186-CA40794CE1A7
20230322,郵局,10000,TWD,國泰數位帳戶,10000,TWD,,,2023-03-22 18:04:12,DCE6CBFB-4551-4A5B-87DC-3AD2BDCA598C
20230322,Bankee,5001,TWD,國泰數位帳戶,5001,TWD,,,2023-03-22 09:27:45,25F1EBBC-9956-4D49-94AC-6332BE91B0F8
20230321,郵局,1,TWD,國泰數位帳戶,1,TWD,,,2023-03-21 18:45:14,0CDF4FDA-B7A3-4BEC-B60F-8611FCC62C90
20230319,台新活儲戶,500,TWD,點點卡,500,TWD,,,2023-03-22 19:39:11,A903C467-6CA1-4310-BE91-9A16317148C0
20230319,台新活儲戶,500,TWD,點點卡,500,TWD,,,2023-03-19 07:42:27,E06C1DC0-0DD9-4DE9-B2E7-7E156521446D
20230314,Bankee,1928,TWD,台新活儲戶,1928,TWD,,,2023-03-14 19:56:46,B5AB2A84-E38B-49F2-ACF5-0F2FDBDDB464
20230311,錢包,1000,TWD,撲滿現金,1000,TWD,,,2023-03-28 13:55:05,650DAC23-A1BF-4CC4-8CA0-A65895C771B0
20230311,錢包,1500,TWD,撲滿現金,1500,TWD,,,2023-03-11 18:39:18,E7DB883B-A071-414A-B6B6-7422F7EED535
20230311,Bankee,3000,TWD,錢包,3000,TWD,,,2023-03-11 18:26:16,D253BE2D-A9E1-4EE2-A6DD-88F67FE5DD1E
20230304,郵局,5000,TWD,台新活儲戶,5000,TWD,,,2023-03-04 08:13:55,FE5802CB-8720-4D6A-9BB0-9AD1A7708184
20230303,撲滿現金,1027,TWD,錢包,1027,TWD,,,2023-03-03 22:41:49,FFEC9B24-C2FE-44C4-9008-A028743C3013
20230223,郵局,1500,TWD,錢包,1500,TWD,,,2023-02-23 15:24:02,B3D4B083-FB11-4ACC-AF10-B62937B691FE
20230223,郵局,7000,TWD,錢包,7000,TWD,,,2023-02-23 14:29:32,4D1F3842-EA22-4D70-ACB6-C2561F417382
20230222,撲滿現金,7000,TWD,郵局,7000,TWD,,,2023-02-22 12:01:39,F199682F-1666-4BCE-9835-A501587E2E9A
20230222,現金書款,20908,TWD,郵局,20908,TWD,,,2023-02-22 12:01:00,D23DDDA4-8285-4D0A-A333-103AC734FD16
20230220,郵局,28867,TWD,Bankee,28867,TWD,,,2023-02-20 22:13:33,1208943D-D6B3-4384-8E8F-36418AB4B303
20230220,錢包,2000,TWD,撲滿現金,2000,TWD,,,2023-02-20 22:06:55,DF2834D2-BD73-4754-B1DE-9A0A7238B003
20230212,郵局,1000,TWD,Bankee,1000,TWD,,,2023-02-12 02:00:49,DA733161-C6B4-40BE-ACF3-F79C82EF1834
20230118,郵局,20000,TWD,Bankee,20000,TWD,,,2023-01-18 20:46:37,4E429F15-0603-43D5-A323-56025AB730EF
20230117,撲滿現金,500,TWD,錢包,500,TWD,,,2023-01-17 08:41:36,DC2B7CE6-8685-4F3A-82A0-3607A61C310A
20230110,撲滿現金,386,TWD,錢包,386,TWD,,,2023-01-10 11:50:48,DA9B533F-1E94-4649-AFDC-B84D3B20A047
20230110,錢包,52,TWD,撲滿現金,52,TWD,,,2023-01-10 11:48:30,AC275F9A-B301-4EEE-9A67-0B0B16F91584
20230109,郵局,29000,TWD,Bankee,29000,TWD,,,2023-01-09 15:53:08,246FED64-BAC3-48C4-B682-F4DFC0A1DABD
20230108,郵局,20000,TWD,台新活儲戶,20000,TWD,,,2023-01-08 09:51:59,9752E04E-8ECD-4592-85C1-3BD37AD49D76
20221230,錢包,1349,TWD,撲滿現金,1349,TWD,,,2023-01-01 14:07:03,8E09AB87-4BCD-4C0E-A562-0CBED610A120
20221230,撲滿現金,1000,TWD,錢包,1000,TWD,,,2023-01-01 13:57:05,28C37EAD-BF41-4E02-816A-F5460CAC8AC4
20221227,錢包,180,TWD,撲滿現金,180,TWD,,,2022-12-28 10:09:32,A35737CD-E1EA-4872-B46C-E2DE90046497
20221225,撲滿現金,1000,TWD,錢包,1000,TWD,,,2022-12-25 14:33:20,1B54046D-8544-4D08-A8FE-16616A35409D
20221218,撲滿現金,1000,TWD,錢包,1000,TWD,,,2022-12-18 17:59:04,36242113-F3C4-4059-9EE3-40DB87D9E66D
20221208,錢包,212,TWD,撲滿現金,212,TWD,,,2022-12-09 17:39:27,96DE377D-F3AF-4FC5-AE8C-3653D7627F98
20221203,郵局,2000,TWD,錢包,2000,TWD,,,2022-12-03 15:47:04,1D14F9B3-CB69-48A6-89D6-98CABDA4A7DB
20221201,錢包,80,TWD,撲滿現金,80,TWD,,,2022-11-30 13:31:11,52109F21-41E2-4A77-8B66-FE1EDA9D4C39
20221201,撲滿現金,1000,TWD,錢包,1000,TWD,,,2022-11-30 13:25:08,0EAE15B2-BBB9-49EF-80A5-5E23EE67446D
20221125,撲滿現金,1000,TWD,錢包,1000,TWD,,,2022-11-25 18:47:35,078C557B-65B8-491F-8440-6A25AE311F89
20221124,撲滿現金,600,TWD,錢包,600,TWD,,,2022-11-24 17:32:40,4BB2678C-8FCA-4EDA-BB59-85DBEFD15F6E
20221123,錢包,1800,TWD,撲滿現金,1800,TWD,,,2022-11-23 00:39:42,4E25B2BE-DA4D-4F95-813C-C8EF77F0471A
20221118,撲滿現金,1000,TWD,錢包,1000,TWD,,,2022-11-18 13:39:43,C3CA2A6A-D285-4E01-9139-AAEA8A2F2665
20221117,撲滿現金,1000,TWD,錢包,1000,TWD,,,2022-11-17 15:37:04,3C07867A-A011-4AC7-B77A-39200CC247B5
20221108,錢包,2000,TWD,撲滿現金,2000,TWD,,,2022-11-08 13:22:11,4D72E1BD-011A-4649-A822-CA02ABA21FA4
20221108,撲滿現金,40,TWD,錢包,40,TWD,,,2022-11-08 12:57:58,548E9853-C692-4B0F-A894-FADF4CCD287D
20221107,撲滿現金,2000,TWD,錢包,2000,TWD,,,2022-11-07 17:12:57,D7649764-69DD-4BF1-AFF2-2A8DC25A4936
20221105,錢包,2800,TWD,撲滿現金,2800,TWD,,,2022-11-05 17:33:00,72D3ACEE-92F7-48E7-93CA-0DE865CA51EA
20221105,郵局,8000,TWD,台新活儲戶,8000,TWD,,,2022-11-05 16:56:03,FFA33976-DE41-4949-BF6B-D2EB6AF464E9
20221105,台新活儲戶,3000,TWD,錢包,3000,TWD,,,2022-11-05 16:51:13,B8991B1F-6796-427F-BB77-5C7C70E25FE6
20221105,撲滿現金,1000,TWD,錢包,1000,TWD,,,2022-11-05 13:03:59,78A27FE7-C7A7-4EFA-AF0C-3879C891B08B
20221101,撲滿現金,300,TWD,錢包,300,TWD,,,2022-11-02 15:19:05,D70CD55E-555F-4D68-923B-5E71DE5E131E
20221101,錢包,1700,TWD,撲滿現金,1700,TWD,,,2022-11-01 01:50:19,4A20F0BD-DED4-4777-B878-0F166E7D83E6
20221031,郵局,2000,TWD,錢包,2000,TWD,,,2022-10-31 11:25:29,1E310CF5-D992-45F9-9417-F3E338AF37FC
20221028,撲滿現金,1000,TWD,錢包,1000,TWD,,,2022-11-10 12:24:57,556EC1CA-7F83-4FA1-AB7A-8B090BF89619
20221027,撲滿現金,900,TWD,錢包,900,TWD,,,2022-10-27 08:00:13,EBE537A9-68FC-4852-8156-07C2DB81631D
20221025,郵局,1000,TWD,撲滿現金,1000,TWD,,,2022-10-25 13:20:30,ADA7B0BE-9E07-4CB7-B110-4EA90084EA98
20221025,撲滿現金,600,TWD,錢包,600,TWD,,,2022-10-25 13:20:52,15EA34D6-8BAE-4EBB-8EC7-2D05314F94BD
20221023,撲滿現金,500,TWD,錢包,500,TWD,,,2022-10-24 01:28:33,678D13C7-8675-408A-AE4E-95231D57661E
20221021,錢包,1185,TWD,撲滿現金,1185,TWD,,,2022-10-21 23:49:52,56BC09B4-8707-4C2C-892B-AA4F12FA42EE
20221015,郵局,2000,TWD,錢包,2000,TWD,,,2022-10-15 14:07:14,6B9023A8-7CD3-44E1-876A-3B4D524CB531
20221012,撲滿現金,1000,TWD,錢包,1000,TWD,,,2022-10-12 19:59:51,F3EDA096-77BD-41DC-9D4A-9A9AC8E1DD8D
20221009,郵局,3000,TWD,台新活儲戶,3000,TWD,,,2022-10-15 14:52:50,4153F5A7-C9B6-4297-8831-3BD6CF81D1BF
20221008,撲滿現金,200,TWD,錢包,200,TWD,,,2022-10-08 12:20:14,3C482A1C-8B0C-47C6-AE18-E24BD804A7AC
20221005,撲滿現金,200,TWD,錢包,200,TWD,,,2022-10-05 18:23:20,57A2F9F2-8872-4EAA-8C7C-21719786CF3D
20221005,撲滿現金,200,TWD,錢包,200,TWD,,,2022-10-05 07:59:40,D809A880-F86C-4A82-BC1C-C3E64EC79857
20221003,撲滿現金,200,TWD,錢包,200,TWD,,,2022-10-03 07:25:08,9BD96028-8F9A-4DB8-AD27-0BEC2874FD9B
20221002,撲滿現金,365,TWD,錢包,365,TWD,,,2022-10-02 10:49:25,08731579-D44C-4151-95E9-9A6A956AC620
20220930,撲滿現金,15000,TWD,郵局,15000,TWD,,,2022-09-30 16:09:49,78AC8D7D-91A4-4ED3-A031-290D9C123B64
20220925,撲滿現金,870,TWD,錢包,870,TWD,,,2022-09-25 20:29:07,0207EF4B-81B2-424D-AED6-43C82AA213DD
20220925,錢包,855,TWD,撲滿現金,855,TWD,,,2022-09-25 20:03:53,5F00DC80-AA4A-4F3F-AE00-A92FB0D56116
20220923,撲滿現金,1155,TWD,錢包,1155,TWD,,,2022-09-24 17:28:27,BBB5948B-162E-4924-A5B2-DB5F9902C55E
20220923,錢包,1544,TWD,撲滿現金,1544,TWD,,,2022-09-23 20:33:00,FDFAB0D6-43BD-40C6-9449-40B98393C2D7
20220918,郵局,200,TWD,台新活儲戶,200,TWD,,,2022-09-19 23:17:08,A3ED3F11-4D79-4DE4-A158-558482E1F3E1
20220918,撲滿現金,70,TWD,錢包,70,TWD,,,2022-09-18 11:11:04,172164E2-52D7-40A3-A1E2-5AA5C5E7563D
20220917,撲滿現金,2000,TWD,錢包,2000,TWD,,,2022-09-17 07:56:59,1B7A43EF-1C23-4D21-BDC0-1B32D8581461
20220916,錢包,131,TWD,撲滿現金,131,TWD,,,2022-09-16 16:06:22,4F9052DC-F725-422C-8BF4-F1E1A6034031
20220914,撲滿現金,2500,TWD,錢包,2500,TWD,,,2022-09-14 12:32:41,895A96DB-3C5F-40B9-AAE2-DEF8C1E87679
20220909,撲滿現金,2445,TWD,錢包,2445,TWD,,,2022-09-09 20:09:58,35792599-4DEC-4D36-A46C-1124F6D89B5E
20220901,錢包,1500,TWD,撲滿現金,1500,TWD,,,2022-09-01 15:38:42,2B39E4F4-2C6C-4D5B-856A-07CF46C739AD
20220825,撲滿現金,6000,TWD,郵局,6000,TWD,,,2022-08-25 10:59:38,EBC6450B-B755-4981-85E8-1448F74D62B8
20220824,錢包,3903,TWD,撲滿現金,3903,TWD,,,2022-08-24 23:45:18,E7F8FC95-0121-483A-9F14-0BE26880BFFB
20220824,撲滿現金,500,TWD,錢包,500,TWD,,,2022-08-24 14:39:46,D8412F53-5367-46F5-B791-B175656FD176
20220823,撲滿現金,903,TWD,錢包,903,TWD,,,2022-08-24 14:37:43,B624F166-4E65-44B3-B308-D616C2F160EA
20220822,錢包,1000,TWD,撲滿現金,1000,TWD,,,2022-08-22 12:45:35,ECF9EC8D-0736-4035-B4D8-8C2AE812D3E1
20220817,錢包,2163,TWD,撲滿現金,2163,TWD,,,2022-08-21 20:26:08,AE510045-0C7A-4D02-8412-3DBC08C402BD
20220812,撲滿現金,2300,TWD,錢包,2300,TWD,,,2022-08-12 21:32:25,00D482D5-CDFB-4A2C-943C-EDE6F9C3E266
20220811,錢包,1067,TWD,撲滿現金,1067,TWD,,,2022-08-11 15:37:58,0F27B55D-1D59-4408-A5C6-E69480B8FAF8
20220805,撲滿現金,2000,TWD,錢包,2000,TWD,,,2022-08-05 21:26:48,F9F6D8F9-19B4-439B-8B36-3D0EB5253095
20220802,撲滿現金,753,TWD,錢包,753,TWD,,,2022-08-02 10:59:09,D8216CD4-9DBC-473C-B123-C6BD9C2F3984
20220801,錢包,951,TWD,撲滿現金,951,TWD,,,2022-08-01 13:16:46,D6C64877-4321-4259-B672-96FB4843CF62
20220727,撲滿現金,300,TWD,錢包,300,TWD,,,2022-07-27 19:06:27,B41F0153-B613-4376-ADCC-F54B071E8C0F
20220719,撲滿現金,50,TWD,錢包,50,TWD,,,2022-07-19 09:03:49,8FB41CAF-A47F-4450-BB5D-E62CA6163324
20220718,撲滿現金,560,TWD,錢包,560,TWD,,,2022-07-18 14:39:38,DF9CFE82-8848-41F6-A8ED-B7DFAAB97014
20220718,錢包,390,TWD,撲滿現金,390,TWD,,,2022-07-18 14:35:22,CBCC8679-DA9E-4DC3-A32E-C01579F217A0
20220714,撲滿現金,540,TWD,錢包,540,TWD,,,2022-07-15 21:14:18,656CDFD0-D739-45A1-9D64-E1E8D58CC267
20220714,錢包,852,TWD,撲滿現金,852,TWD,,,2022-07-15 21:12:47,EFBC10D1-3228-4E3E-B180-A5CD36C6B1BE
20220714,錢包,600,TWD,撲滿現金,600,TWD,,,2022-07-15 21:11:39,07ACFA36-EDC4-4CD1-9D0C-8F3668F4605F
20220713,撲滿現金,600,TWD,錢包,600,TWD,,,2022-07-12 22:30:25,BB434AFC-B8D6-4201-B440-044D19186605
20220706,撲滿現金,5000,TWD,郵局,5000,TWD,,,2022-07-06 18:31:02,6AD40F77-0853-4616-8709-6085CAB357E3
