日期,從帳戶,轉出金額,幣別,到帳戶,轉入金額,幣別,標籤,備註,上次更新,UUID
20250612,BT21,360,TWD,iPASS MONEY,360,TWD,,,2025-06-12 21:17:12,D15FBC6E-939F-4B21-B744-199F563C2FDC
20250612,撲滿現金,300,TWD,錢包,300,TWD,,,2025-06-12 18:46:56,855CD530-3D09-4852-BC42-C40F4AF7C7A9
20250610,國泰子帳戶,186,TWD,群益台灣50,186,TWD,,,2025-06-11 05:54:22,5FB6B163-41A9-48D2-A589-6DFB2853E316
20250610,撲滿現金,400,TWD,錢包,400,TWD,,,2025-06-10 16:47:39,35C43FD1-E063-43EF-973D-B14628EFE8DA
20250608,台新活儲戶,300,TWD,悠遊付錢包,300,TWD,,,2025-06-08 20:13:19,8686AB55-30DF-4070-9A6E-9197BB9DC1F7
20250608,撲滿現金,400,TWD,錢包,400,TWD,,,2025-06-08 19:14:01,B1C31B7C-288C-4910-B137-85858CD108F7
20250606,國泰子帳戶,181,TWD,群益台灣50,181,TWD,,,2025-06-06 17:12:36,4B30D07E-90E8-427F-A6E7-99C5173C8B99
20250605,國泰子帳戶,181,TWD,群益台灣50,181,TWD,,,2025-06-05 20:18:40,0899FE15-78F6-46F9-A9DF-307B1B587593
20250604,BT21,209,TWD,錢包,209,TWD,,,2025-06-04 18:36:21,7B271C47-7B50-4381-AB18-EC51CB3BF07D
20250604,台新活儲戶,300,TWD,悠遊付錢包,300,TWD,,,2025-06-04 14:17:03,FF3F38F9-8761-45FC-9E93-19E941D1417A
20250603,國泰子帳戶,290,TWD,兆豐藍籌,290,TWD,,,2025-06-03 20:23:32,4A971E2B-1E66-4D09-A806-A67D60BDBF1E
20250603,郵局,5000,TWD,國泰子帳戶,5000,TWD,,,2025-06-03 17:08:01,9F1E2F70-0DA8-4BC6-BA6C-C5121E25A1CA
20250603,國泰子帳戶,296,TWD,群益台灣50,296,TWD,,,2025-06-03 20:23:14,805DDA1B-4F85-4E54-9E81-838AD417CB1A
20250602,國泰子帳戶,196,TWD,群益台灣50,196,TWD,,,2025-06-03 10:47:35,83CFAE86-53CD-4800-82A2-DF8328896373
20250527,撲滿現金,700,TWD,錢包,700,TWD,,,2025-05-27 18:19:25,135DDE92-9533-4E35-9FFB-053B8A128698
20250527,國泰子帳戶,2448,TWD,CUBE COMBO,2448,TWD,,,2025-05-27 08:39:50,5BC81B33-4E23-4430-9455-ED98D8CF4620
20250526,郵局,20000,TWD,Bankee,20000,TWD,,,2025-05-26 02:59:28,10C4F80A-07DA-415A-AF7B-4877F74AAE07
20250524,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2025-05-26 02:18:11,301EBDFA-45E5-48A0-BB1D-EE29EDF15A27
20250522,BT21,75,TWD,錢包,75,TWD,,,2025-05-26 02:15:37,A0297F70-DF04-426D-BB51-770CECCB0AF5
20250522,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2025-05-26 02:15:00,E838DF5C-945E-415F-B6D5-2C0F8B7E4434
20250521,Bankee,3664,TWD,BT21,3664,TWD,,自動繳款[4月07日〜5月06日],2025-05-26 02:20:50,2AA46059-AC27-4D64-BBC7-A2901D8F634E
20250520,BT21,153,TWD,錢包,153,TWD,,阿翰sukiya,2025-05-20 12:55:14,18CC21A1-4C0D-4C91-B837-1595D99EC4C6
20250519,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2025-05-19 20:15:20,235DC452-FDE2-448E-96C0-F52CA70D79A0
20250517,撲滿現金,500,TWD,錢包,500,TWD,,,2025-05-17 11:54:59,34A52C0E-0616-47EF-9090-15F1D448A416
20250515,撲滿現金,800,TWD,錢包,800,TWD,,,2025-05-16 06:15:35,D7978245-739A-4F16-B9A7-0EC0ED0DD949
20250514,國泰子帳戶,283,TWD,群益台灣50,283,TWD,,,2025-05-14 19:37:19,F39C01FA-ABBA-4474-A5D2-168B1FED952E
20250513,錢包,4000,TWD,撲滿現金,4000,TWD,,,2025-05-13 20:01:51,EC8C6958-1EEF-45B6-A733-B3FAE46417A7
20250512,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2025-05-19 02:56:19,B60EB15E-7B6A-4505-AF49-5C040BF2F899
20250512,國泰子帳戶,295,TWD,群益台灣50,295,TWD,,,2025-05-13 17:20:11,8F872860-3B40-4C4D-8B84-0B3D789A75F9
20250509,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2025-05-09 18:17:04,CA5AED89-80B3-4A1F-9285-06653CAA37B3
20250509,郵局,2000,TWD,國泰子帳戶,2000,TWD,,,2025-05-09 09:44:07,D7FF8593-77DA-4B21-B784-E4A1F66330DE
20250509,國泰子帳戶,628,TWD,國泰日幣,3004,JPY,,,2025-05-09 09:42:36,31E938FB-7721-461D-BC69-2C3B1C5BE72F
20250507,郵局,11000,TWD,錢包,11000,TWD,,,2025-05-07 20:26:12,5E04715D-1B23-416A-ACE5-1D4D81BE7042
20250507,國泰子帳戶,300,TWD,國泰數位帳戶,300,TWD,,,2025-05-07 18:19:51,25EC91D6-BE69-4548-84AA-5EF750FB6720
20250507,國泰子帳戶,638,TWD,國泰日幣,2999,JPY,,,2025-05-07 16:43:29,7296213C-ECA3-4417-A64F-C21764AD7FA2
20250506,國泰子帳戶,287,TWD,群益台灣50,287,TWD,,,2025-05-06 19:50:20,37765B56-CE30-4F6F-989F-B0D4AA60F9B8
20250506,國泰子帳戶,630,TWD,國泰日幣,3000,JPY,,,2025-05-06 10:54:52,585CEB3B-1210-43F5-9234-411A74F4E18D
20250505,國泰子帳戶,574,TWD,群益台灣50,574,TWD,,,2025-05-05 17:09:08,301EBF40-0F3C-423A-AD2D-4257759EACB4
20250504,國泰子帳戶,300,TWD,國泰數位帳戶,300,TWD,,,2025-05-04 12:41:09,8D33E8E3-505C-4F86-8F8C-B03F293353F5
20250503,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2025-05-03 10:40:43,A139AC30-45DE-4C0A-9D46-8E52DC5B32E0
20250502,撲滿現金,200,TWD,錢包,200,TWD,,,2025-05-02 19:45:58,2E3E0D84-ECA5-496A-AB5B-542B29AA5563
20250502,國泰子帳戶,290,TWD,群益台灣50,290,TWD,,,2025-05-02 19:44:12,B9C5EE9E-EB72-42B3-9034-DF4DD9DD10F5
20250430,國泰子帳戶,200,TWD,國泰數位帳戶,200,TWD,,,2025-04-30 12:37:46,8D235F2E-4732-4EBC-B9B8-5C507A67F568
20250430,Bankee,2000,TWD,錢包,2000,TWD,,,2025-04-30 12:37:34,0874FE40-E192-401D-9C35-4C1363A4E935
20250427,郵局,4500,TWD,國泰子帳戶,4500,TWD,,,2025-04-27 01:57:18,C82A421C-E2ED-42AD-B4E3-6808747AAB6D
20250427,撲滿現金,1200,TWD,錢包,1200,TWD,,,2025-04-27 09:43:47,2EC260FD-94DD-47A1-BB3C-49F48C5F3C82
20250425,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2025-04-25 17:46:47,19E28CAA-17A7-4860-A5C3-C66B4192F5CD
20250425,錢包,1470,TWD,撲滿現金,1470,TWD,,,2025-04-25 17:43:37,233B9E00-95B3-4928-A755-CF27E943B924
20250425,Bankee,1500,TWD,錢包,1500,TWD,,,2025-04-25 14:48:09,181E9313-FB13-4284-A550-9DF9A4264472
20250425,國泰子帳戶,3299,TWD,CUBE COMBO,3299,TWD,,自動繳款[3月08日〜4月07日],2025-04-25 12:51:31,964DED85-2698-4B26-A5FC-851BB9FC1B80
20250422,錢包,8000,TWD,郵局,8000,TWD,,,2025-04-22 13:31:46,3A1BFC29-0371-4597-A768-809707B8D21F
20250422,Bankee,5754,TWD,BT21,5754,TWD,,自動繳款[3月07日〜4月06日],2025-04-22 07:21:54,B187B8D0-776B-474A-8B62-63337FA151E1
20250420,CUBE COMBO,300,TWD,點點卡,300,TWD,,,2025-04-20 14:47:19,7F80A61A-B825-49EC-B985-8808BEB2B7D4
20250416,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2025-04-16 12:35:00,F93982E4-BD75-4D83-B4CF-3C8E6C437695
20250416,郵局,20000,TWD,Bankee,20000,TWD,,,2025-04-16 11:39:55,210ED81F-F8D2-48AE-82D5-189D1C7D037A
20250416,郵局,6000,TWD,國泰子帳戶,6000,TWD,,,2025-04-16 11:33:42,8315A733-593F-4883-866C-5498A5D5D3F0
20250414,國泰子帳戶,281,TWD,群益台灣50,281,TWD,,,2025-04-16 11:32:00,66B58BF0-1863-48F4-AFD9-97D689B99403
20250414,BT21,300,TWD,錢包,300,TWD,,,2025-04-14 17:53:32,2392A1A7-0C18-4634-A449-96AC4D52F8C7
20250407,國泰子帳戶,1188,TWD,群益台灣50,1188,TWD,,,2025-04-07 17:12:01,4CF88D76-AA4F-4321-9957-FF7851F2E1A7
20250401,國泰子帳戶,400,TWD,群益台灣50,400,TWD,,,2025-04-01 16:03:23,F8608DFE-40D8-46B6-9725-44A228620384
20250330,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2025-03-30 20:11:19,40695F21-292D-4714-9F79-77D1FDF52F2B
20250330,Bankee,2000,TWD,錢包,2000,TWD,,,2025-03-30 14:27:27,1399E815-B75C-4628-AD38-DA4DF2DC3975
20250325,國泰子帳戶,4631,TWD,CUBE COMBO,4631,TWD,,自動繳款[2月08日〜3月07日],2025-03-25 08:45:27,E63C1B30-CBFA-4B02-880B-5A943AD3B73C
20250323,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2025-03-23 19:54:18,F5E9EC5E-AE5F-47D1-9CD1-FF97AF81A25F
20250322,Bankee,3000,TWD,錢包,3000,TWD,,,2025-03-24 09:11:26,C50D6DD0-AC47-47FB-801A-8D1D80EF4654
20250321,Bankee,4515,TWD,BT21,4515,TWD,,自動繳款[2月07日〜3月06日],2025-03-24 10:03:29,FFAD7555-3A2D-4EA5-B8C1-C49AD838AC52
20250315,Bankee,400,TWD,悠遊付錢包,400,TWD,,,2025-03-15 23:03:43,5AE8A14E-2CDA-4CA6-8197-B5EEEE649E0D
20250315,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2025-03-15 16:34:17,B50183F6-548D-4619-94E6-E4F7F397E836
20250314,國泰子帳戶,387,TWD,群益台灣50,387,TWD,,,2025-03-14 17:20:44,0075C95C-7ACA-4A85-8E5C-63E633097558
20250311,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2025-03-11 12:11:10,39FECE20-0D26-4808-8A45-BC593FE99E84
20250311,郵局,25000,TWD,Bankee,25000,TWD,,,2025-03-11 09:56:52,F7FA70CF-A1AC-4A36-8B92-F57BC71B8515
20250311,郵局,1200,TWD,國泰子帳戶,1200,TWD,,,2025-03-11 09:51:39,5641A82E-4026-4AE3-9D0D-2D4F7A4C6479
20250310,撲滿現金,1700,TWD,錢包,1700,TWD,,,2025-03-15 23:04:41,C6AE5617-AC83-4814-821E-6C2ECE1CE0C9
20250310,國泰子帳戶,396,TWD,群益台灣50,396,TWD,,,2025-03-10 16:29:06,10F564DF-908B-4C37-B6B6-22758C89C68F
20250308,撲滿現金,500,TWD,錢包,500,TWD,,,2025-03-08 15:17:47,DE8406DD-12F4-46CF-A62F-4394D7906587
20250308,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2025-03-08 15:15:56,D5552122-6489-49AA-9F29-F4001B759D84
20250306,國泰子帳戶,381,TWD,群益台灣50,381,TWD,,,2025-03-10 16:30:33,B47A0508-0F3B-475D-AAE9-096BE1A164FA
20250305,國泰子帳戶,382,TWD,群益台灣50,382,TWD,,,2025-03-05 17:25:24,F8481F75-7F74-43A6-9E83-1922A113D7E3
20250304,錢包,2100,TWD,撲滿現金,2100,TWD,,,2025-03-04 15:47:58,614AC312-D9E8-4DD0-B681-770DBFA3CDE6
20250303,郵局,17000,TWD,Bankee,17000,TWD,,,2025-03-03 18:38:09,53EB4CF0-F0D3-4515-948F-54025FAC7BB3
20250303,郵局,10000,TWD,國泰子帳戶,10000,TWD,,,2025-03-03 18:36:51,88133DA8-00D2-4F42-824E-6E94DCABAE86
20250303,國泰子帳戶,760,TWD,群益台灣50,760,TWD,,,2025-03-03 18:34:44,8993AECE-6D5F-4A5A-8303-38827D7FA35D
20250227,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2025-02-27 12:52:23,AC4F5DE9-B7C1-446E-A9BA-279E820AC623
20250225,國泰子帳戶,7974,TWD,CUBE COMBO,7974,TWD,,自動繳款[1月08日〜2月07日],2025-02-25 09:54:52,8DE84DAD-6926-4E3C-9782-494396BEE758
20250222,撲滿現金,1000,TWD,錢包,1000,TWD,,,2025-02-22 13:16:37,EB9D0DDB-FE5E-441E-BF23-09EF8924BCDE
20250221,Bankee,1422,TWD,BT21,1422,TWD,,自動繳款[1月07日〜2月06日],2025-02-24 08:26:26,5F3FC575-562E-46A7-BA54-012CBE438523
20250220,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2025-02-21 22:07:00,9591E92E-BB7C-4671-8E30-99E281C13765
20250219,BT21,159,TWD,錢包,159,TWD,,,2025-02-19 13:01:16,03984F77-2558-481D-9D16-AB5ABDFB6DBF
20250219,BT21,159,TWD,iPASS MONEY,159,TWD,,,2025-02-19 13:00:47,D99A175E-D3A7-4614-B106-8588744244AD
20250217,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2025-03-18 17:03:57,6231AD08-10A8-433B-8216-F19D5045E3C8
20250214,BT21,269,TWD,錢包,269,TWD,,613請飲料+愛將,2025-02-14 20:10:31,CDF45F8B-40AC-4C05-A52A-9B7B6523DFFF
20250214,國泰子帳戶,291,TWD,群益台灣50,291,TWD,,,2025-02-14 16:30:38,22D6DC7E-BF4B-4EBA-83CA-D245D640A391
20250213,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2025-02-13 15:00:21,41DF16FD-C00D-4E14-8AC4-4F1FD59362D2
20250212,撲滿現金,1000,TWD,錢包,1000,TWD,,,2025-02-12 17:48:16,1D7A97B0-541B-42F0-ABC6-6E76CB01FE6C
20250210,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2025-02-10 23:45:53,4632D1F1-6C63-47CE-865A-46E15A351A0F
20250209,撲滿現金,500,TWD,錢包,500,TWD,,,2025-02-09 18:10:40,A990DCF4-AD64-48D9-9853-EE589D4000CD
20250206,國泰子帳戶,291,TWD,群益台灣50,291,TWD,,,2025-02-06 16:29:11,773B3E59-9A50-4734-ADFA-F9BF96775055
20250205,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2025-02-05 21:57:02,770CF4F7-E138-4276-830E-54D18A02BA56
20250205,撲滿現金,300,TWD,錢包,300,TWD,,,2025-02-05 14:29:58,F8F14785-D104-4F86-B7D8-35D7BFC3F161
20250205,郵局,30000,TWD,Bankee,30000,TWD,,,2025-02-05 11:44:47,C96E3BF2-0800-47E4-A813-F5048BDCB9A2
20250204,台新活儲戶,2500,TWD,國泰子帳戶,2500,TWD,,,2025-02-04 00:17:39,574D61F8-9253-40EE-AE8A-7A8559D165B7
20250204,郵局,30000,TWD,Bankee,30000,TWD,,,2025-02-04 00:11:43,8C9375D4-4790-43D6-A54B-FAF9283DC2E5
20250203,國泰子帳戶,283,TWD,群益台灣50,283,TWD,,,2025-02-03 17:35:44,1C05546C-7437-464D-AF95-61837EA7D370
20250203,撲滿現金,4000,TWD,郵局,4000,TWD,,,2025-02-03 14:31:48,5CF9D208-4652-4DF5-A36A-22BFCD598CCD
20250203,國泰子帳戶,1335,TWD,CUBE COMBO,1335,TWD,,自動繳款[12月08日〜1月07日],2025-02-03 14:30:39,F8C1171A-8D10-41B6-9C76-F49909D5FCA8
20250202,錢包,4,TWD,撲滿現金,4,TWD,,,2025-02-02 22:00:31,6C23BF16-A729-48B0-B72B-69A4C3ECD20E
20250121,Bankee,11420,TWD,BT21,11420,TWD,,自動繳款[12月07日〜1月06日],2025-01-23 03:33:42,57C300C1-F0E0-4FE5-9BE2-F0BCC057EBEA
20250119,郵局,17000,TWD,Bankee,17000,TWD,,,2025-01-19 16:41:58,0F9E2F0D-168C-4458-BDF2-0F7AD451B3D1
20250116,郵局,500,TWD,國泰數位帳戶,500,TWD,,,2025-01-16 18:31:12,FDF30EF6-124F-47AF-A94B-218FB116F2A7
20250116,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2025-01-16 09:41:29,A06AB7F9-8CCC-431B-B31F-57264BCC2C83
20250114,國泰子帳戶,283,TWD,群益台灣50,283,TWD,,,2025-01-14 16:31:02,3BE02450-0339-4852-B6E8-5AA7877F653F
20250113,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2025-01-13 20:13:17,8E4C82DB-6834-4744-AEF9-664E5159415F
20250110,撲滿現金,300,TWD,錢包,300,TWD,,,2025-01-10 09:16:40,EA65E38F-69CD-4678-A9AE-08A7C96ECE58
20250108,郵局,4500,TWD,國泰數位帳戶,4500,TWD,,,2025-01-08 15:20:26,5C8B21F6-C6B8-472A-9E29-2894090429E8
20250107,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2025-01-07 12:33:30,DCCB98DF-92A9-4CBA-872E-ED8E7A96ED54
20250107,撲滿現金,1500,TWD,錢包,1500,TWD,,,2025-01-07 01:38:34,B6B0F18D-CC03-4AC1-9335-E23DAA82CF07
20250105,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2025-01-05 20:47:10,56CBAEBC-E899-4E65-9B15-857342727156
20250103,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2025-01-03 20:14:19,3958A64A-E3B9-4072-B141-82C84BD2CBF1
20250102,國泰子帳戶,283,TWD,群益台灣50,283,TWD,,,2025-01-03 13:40:55,341EB08D-3F65-417B-A1B3-28966160B9DF
20250102,錢包,2140,TWD,撲滿現金,2140,TWD,,,2025-01-02 00:26:58,3F0F7EC7-D779-4E3F-AB32-5B537E9562A0
20241227,國泰子帳戶,500,TWD,國泰數位帳戶,500,TWD,,,2024-12-27 12:30:06,17606B64-6E4E-45F3-9ABA-F1A1C7CDD7FD
20241225,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2024-12-25 12:12:04,1B40CB3F-6FA0-445E-B1C1-521CF60BB9AB
20241225,台新活儲戶,4000,TWD,國泰子帳戶,4000,TWD,,,2024-12-25 11:25:13,8FF7700E-A746-4AD7-B4D7-73478FA6D9EB
20241225,國泰子帳戶,4999,TWD,CUBE COMBO,4999,TWD,,自動繳款[11月08日〜12月07日],2024-12-25 10:58:55,B6093B14-46FB-45FE-A2CA-C70F636EDF52
20241223,Bankee,5360,TWD,BT21,5360,TWD,,自動繳款[11月07日〜12月06日],2024-12-25 11:10:53,EB5D136B-B0B2-456E-8E80-4FC4DE6C0FA3
20241221,Bankee,400,TWD,悠遊付錢包,400,TWD,,,2024-12-21 14:26:12,C5C2B100-3137-451A-B87B-FAB44CBD966A
20241215,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-12-15 23:17:17,C16D0C1A-37BD-49DB-8284-BB8B8C1C6194
20241215,郵局,29980,TWD,台新活儲戶,29980,TWD,,,2024-12-15 17:34:13,92870966-D262-47BD-BFF4-4279A073D878
20241213,郵局,1000,TWD,國泰數位帳戶,1000,TWD,,,2024-12-13 12:36:35,D5D27493-9813-459E-80B6-1DEF071DD8E6
20241212,國泰子帳戶,284,TWD,群益台灣50,284,TWD,,,2024-12-22 20:58:39,DC127CEA-ADA4-463B-9A57-09952E70E4A2
20241210,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-12-10 14:46:38,60DC15FA-E26F-437C-B230-305AC39178CD
20241209,國泰子帳戶,284,TWD,群益台灣50,284,TWD,,,2024-12-11 14:07:36,EC74108E-47BA-4BAB-A5FA-9E66FBEEFF70
20241208,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-12-08 13:52:58,765548A6-DFC1-4450-B9F8-75C28E1BE0CE
20241128,國泰子帳戶,292,TWD,群益台灣50,292,TWD,,,2024-12-11 14:07:57,ED3BB726-31DE-4A1E-A61D-506CCB8D8252
20241126,Bankee,2000,TWD,錢包,2000,TWD,,,2024-11-26 16:59:43,EF468E38-7F04-4CE4-B19F-F58373907816
20241126,郵局,4000,TWD,國泰子帳戶,4000,TWD,,,2024-11-26 15:35:33,15F13B11-DB23-4740-B8B8-EDEB108E602B
20241125,國泰子帳戶,282,TWD,群益台灣50,282,TWD,,,2024-11-26 15:34:09,FF1DF8D3-624B-42B0-AB1F-F9F220632618
20241125,國泰子帳戶,2512,TWD,CUBE COMBO,2512,TWD,,自動繳款[10月08日〜11月07日],2024-11-25 09:15:21,6E88D735-27ED-461F-BCF9-4197B8354EF8
20241124,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2024-12-11 14:14:02,7906A4DF-D534-4CE8-B707-9834BD5BB91C
20241121,Bankee,6645,TWD,BT21,6645,TWD,,自動繳款[10月07日〜11月06日],2024-11-22 16:24:17,033FF12D-90C3-442A-9815-6F573B995938
20241118,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2024-11-22 16:27:23,66DB1001-8E1E-414C-AA1A-3BD2AED072AE
20241112,國泰子帳戶,282,TWD,群益台灣50,282,TWD,,,2024-11-12 16:24:27,903C0747-098F-4BB3-A8CE-0C03BF451845
20241112,Bankee,2000,TWD,錢包,2000,TWD,,,2024-11-12 13:21:05,4DB5D9E2-4AC3-4584-94AF-96802B3642CA
20241112,撲滿現金,200,TWD,錢包,200,TWD,,,2024-11-12 12:28:03,7DAD561D-47C2-4914-885D-C7479F0F74ED
20241108,國泰子帳戶,287,TWD,群益台灣50,287,TWD,,,2024-11-08 16:01:04,3A25890A-4197-40BC-B219-4F3156F35539
20241105,CUBE COMBO,300,TWD,點點卡,300,TWD,,,2024-11-05 17:36:57,71D822EE-6B7D-461D-B59F-807C47D8A886
20241030,郵局,11000,TWD,國泰子帳戶,11000,TWD,,,2024-10-30 02:14:40,8B17E090-4A95-4435-987A-FF42FD7DFDCD
20241030,台新活儲戶,10817,TWD,Bankee,10817,TWD,,,2024-10-30 02:11:09,580FC98D-CD45-4383-955D-7556A8EFF477
20241028,國泰子帳戶,286,TWD,群益台灣50,286,TWD,,,2024-10-28 17:24:39,5A89CD70-B00A-40C1-B2A0-B4DC3B39540C
20241028,國泰子帳戶,9672,TWD,CUBE COMBO,9672,TWD,,自動繳款[9月08日〜10月07日],2024-10-28 12:09:32,0E52E70F-9F0F-4E49-89E9-8F9AF071BF23
20241024,國泰子帳戶,285,TWD,群益台灣50,285,TWD,,,2024-10-30 02:00:59,D0583D55-628C-479F-8D02-121553F62FFC
20241023,CUBE COMBO,300,TWD,點點卡,300,TWD,,,2024-10-26 00:11:12,B1BED5F8-73A6-4B3F-B5BD-7D1EA84DEBEB
20241021,Bankee,5108,TWD,BT21,5108,TWD,,自動繳款[9月07日〜10月06日],2024-10-23 00:37:14,0045864B-45A1-43EE-B5A3-858A903EE0EB
20241014,國泰子帳戶,281,TWD,群益台灣50,281,TWD,,,2024-10-14 17:11:55,976E5921-ABBF-4873-8657-E3762DA50AFF
20241011,台新活儲戶,1500,TWD,國泰數位帳戶,1500,TWD,,,2024-10-11 14:09:37,1F469A5F-98A1-4726-9AC9-623FB22E0761
20241009,Bankee,1040,TWD,國泰數位帳戶,1040,TWD,,,2024-10-09 14:16:09,5A583B8F-73E0-4B58-991F-5300F8D95E8E
20241009,撲滿現金,1000,TWD,錢包,1000,TWD,,,2024-10-09 13:06:59,222B3DD0-079A-423F-B3D4-182ACD1A9D5C
20241009,郵局,30000,TWD,Bankee,30000,TWD,,,2024-10-09 13:04:16,CCE7A8ED-CAF2-4C68-9EDB-0D5958F7464E
20241008,國泰子帳戶,295,TWD,群益台灣50,295,TWD,,,2024-10-30 02:00:22,4D2C81AB-4E17-456C-A925-958D7FF06672
20241006,Bankee,200,TWD,悠遊付錢包,200,TWD,,,2024-10-06 13:10:00,651A5258-4A46-4875-968C-F94B8F8EDA1C
20241003,撲滿現金,1200,TWD,錢包,1200,TWD,,,2024-10-03 17:49:56,5756CFDA-1603-4FF8-8755-CD23B0ECAF1E
20240930,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2024-10-03 22:35:28,EFBEA22F-79A0-43AF-96D3-B558690E0F0C
20240930,國泰子帳戶,296,TWD,群益台灣50,296,TWD,,,2024-09-30 18:26:22,ED228D9B-509F-426C-9E9B-E56B27F1B771
20240930,悠遊付錢包,1023,TWD,Bankee,1023,TWD,,,2024-09-30 12:08:46,93E69A02-FAF7-4381-BBB4-3E1B55DC3AE1
20240925,台新活儲戶,30726,TWD,Bankee,30726,TWD,,,2024-09-25 23:35:53,9EB8AA8B-0E11-4C6B-AF7D-2647EACB407D
20240925,郵局,7500,TWD,國泰子帳戶,7500,TWD,,,2024-09-25 23:32:53,87859E0B-9754-41A0-BDC6-25D0801CE01E
20240925,國泰子帳戶,6695,TWD,CUBE COMBO,6695,TWD,,自動繳款[8月08日〜9月07日],2024-09-25 08:34:42,F9AC1814-29B9-4F2B-8A06-795255B69C96
20240924,國泰子帳戶,292,TWD,群益台灣50,292,TWD,,,2024-09-25 23:30:39,992D4947-7E7A-4AEB-B973-51B555CCB015
20240924,Bankee,5119,TWD,BT21,5119,TWD,,自動繳款[8月07日〜9月06日],2024-09-24 07:33:01,8555494C-36AB-4861-BB1F-87598317A7BD
20240917,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2024-09-17 10:24:53,69B9A2B5-5C78-4B04-A044-7614FDA3C315
20240917,郵局,20867,TWD,Bankee,20867,TWD,,,2024-09-17 04:25:50,0B52323B-8D00-4A6D-B6C5-9644ACE72950
20240917,國泰數位帳戶,2000,TWD,國泰子帳戶,2000,TWD,,,2024-09-17 04:12:33,1881B0E8-C10E-4F41-B689-A933CD4AD3A0
20240909,國泰子帳戶,298,TWD,群益台灣50,298,TWD,,,2024-09-09 16:53:37,EE9C7ADF-C245-4922-BE67-CB1BBCA48B32
20240906,撲滿現金,1000,TWD,錢包,1000,TWD,,,2024-09-06 12:24:01,70A65B21-F010-4DDB-BB23-427EAAE94453
20240905,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2024-09-05 23:01:13,4FCDC252-16B5-406B-9A6A-2C286D53656E
20240902,撲滿現金,400,TWD,錢包,400,TWD,,,2024-09-02 17:50:01,B95652CA-C97C-44F7-8701-932899CFE0A6
20240828,國泰子帳戶,293,TWD,群益台灣50,293,TWD,,,2024-08-28 16:30:11,BA662471-023A-47C1-B68E-505C9DC927CF
20240828,郵局,20000,TWD,Bankee,20000,TWD,,,2024-08-28 15:05:42,DEEA75C9-75FD-402E-9B27-08BFE1C9A327
20240828,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2024-08-28 01:49:31,E4082547-D22A-46C3-9790-FA75B59A814F
20240826,郵局,3000,TWD,國泰數位帳戶,3000,TWD,,,2024-08-26 16:36:04,6E8C5D63-285A-4F42-8FE8-4A4B165D1FAF
20240826,國泰子帳戶,295,TWD,群益台灣50,295,TWD,,,2024-08-26 16:33:20,C15BC3E2-C1BC-476B-975E-E9C47BBC71FD
20240826,國泰子帳戶,1587,TWD,CUBE COMBO,1587,TWD,,自動繳款[7月08日〜8月07日],2024-08-26 01:05:36,769CECF7-A941-42BB-BCB9-A480DBD08B7E
20240823,錢包,1500,TWD,撲滿現金,1500,TWD,,,2024-08-23 19:28:22,663E6A8F-87FB-40C2-AB5F-20490CC9BFF8
20240821,Bankee,7627,TWD,BT21,7627,TWD,,自動繳款[7月07日〜8月06日],2024-08-21 19:26:34,1ACB107A-E28C-4050-8B8D-4783CE361BCE
20240818,CUBE COMBO,500,TWD,點點卡,500,TWD,,,2024-08-18 09:39:25,0FE7B99C-ABB5-415C-9006-859525F1FFD1
20240816,Bankee,1000,TWD,錢包,1000,TWD,,,2024-08-16 13:19:34,0610DC9A-21D7-4953-B2EE-738F76077CB8
